loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,origination_date,loan_status
891105,1107894,home_improvement,2400,11.71,36,2011-09-01,ACTIVE
891103,1107892,debt_consolidation,12500,13.49,60,2011-09-01,DEFAULTED
891125,1107850,medical,1400,14.27,36,2011-09-01,ACTIVE
891092,1107881,medical,14125,14.27,60,2011-09-01,ACTIVE
891076,1107863,debt_consolidation,12000,6.03,36,2011-09-01,ACTIVE
882747,1097987,small_business,17000,10.65,60,2011-09-01,ACTIVE
891116,1104235,other,24000,18.64,60,2011-10-01,ACTIVE
890922,1107635,other,7000,15.27,60,2011-09-01,ACTIVE
891046,1107821,debt_consolidation,12000,17.58,60,2011-09-01,ACTIVE
891011,1107797,wedding,4000,10.65,36,2011-09-01,ACTIVE
890704,1107457,debt_consolidation,6000,11.71,36,2011-09-01,ACTIVE
891031,1107753,debt_consolidation,7400,7.51,36,2011-09-01,ACTIVE
889800,1106415,debt_consolidation,10000,18.25,60,2011-09-01,ACTIVE
890931,1107647,debt_consolidation,12000,6.03,36,2011-09-01,ACTIVE
891016,1107734,house,14000,10.65,36,2011-09-01,ACTIVE
890975,1107707,debt_consolidation,20000,7.9,36,2011-09-01,ACTIVE
890947,1107715,debt_consolidation,23000,18.64,60,2011-09-01,ACTIVE
891014,1107731,debt_consolidation,7400,10.65,36,2011-09-01,ACTIVE
890959,1107727,debt_consolidation,30000,11.71,60,2011-09-01,ACTIVE
891012,1107730,medical,7000,18.64,36,2011-09-01,ACTIVE
890805,1107581,major_purchase,6000,7.51,36,2011-09-01,ACTIVE
890956,1107724,other,3600,13.49,36,2011-09-01,ACTIVE
890935,1107652,debt_consolidation,18200,20.3,60,2011-10-01,ACTIVE
889948,1106500,debt_consolidation,2500,16.77,60,2011-09-01,ACTIVE
890873,1107598,debt_consolidation,5000,11.71,36,2011-09-01,ACTIVE
890879,1107604,other,6000,7.51,36,2011-09-01,ACTIVE
890216,1106740,car,22800,12.69,36,2011-09-01,ACTIVE
885824,1101548,home_improvement,32000,6.62,36,2011-09-01,ACTIVE
890699,1107453,debt_consolidation,20000,7.51,36,2011-09-01,ACTIVE
887748,1103951,home_improvement,12800,16.77,60,2011-09-01,ACTIVE
890834,1107543,other,3600,9.91,36,2011-09-01,ACTIVE
890836,1107546,credit_card,20000,19.03,60,2011-09-01,ACTIVE
890826,1107532,other,14000,6.03,36,2011-09-01,ACTIVE
890816,1107523,debt_consolidation,6000,13.49,36,2011-09-01,DEFAULTED
890773,1079369,credit_card,28000,9.99,36,2011-09-01,ACTIVE
890708,1107514,house,14000,6.03,36,2011-09-01,ACTIVE
890689,1107442,debt_consolidation,16000,19.03,60,2011-09-01,ACTIVE
890754,1107477,debt_consolidation,18800,14.27,60,2011-09-01,ACTIVE
890691,1107445,debt_consolidation,35000,13.49,60,2011-09-01,ACTIVE
890625,1107267,credit_card,14000,6.03,36,2011-09-01,ACTIVE
890713,1107329,debt_consolidation,4000,7.9,36,2011-09-01,ACTIVE
890605,1107324,other,5000,10.65,36,2011-09-01,ACTIVE
890642,1107287,medical,4000,7.9,36,2011-09-01,ACTIVE
888556,1104998,other,5000,12.69,36,2011-09-01,ACTIVE
888388,1104740,debt_consolidation,20000,20.3,60,2011-09-01,ACTIVE
890643,1107289,wedding,12000,11.71,60,2011-09-01,ACTIVE
890096,1106705,major_purchase,5000,10.65,36,2011-09-01,ACTIVE
884211,1099675,house,5300,16.77,60,2011-09-01,ACTIVE
873050,1087338,debt_consolidation,20000,13.49,60,2011-09-01,ACTIVE
890636,1107279,debt_consolidation,12000,12.69,36,2011-09-01,ACTIVE
890406,1107041,debt_consolidation,6000,6.03,36,2011-09-01,ACTIVE
890569,1107234,debt_consolidation,3000,7.51,36,2011-09-01,DEFAULTED
890620,1107212,debt_consolidation,5000,16.29,36,2011-09-01,DEFAULTED
890570,1107235,debt_consolidation,3500,12.42,36,2011-09-01,ACTIVE
890563,1107226,house,5150,6.62,36,2011-09-01,ACTIVE
890527,1107141,credit_card,4800,10.65,36,2011-09-01,DEFAULTED
880210,1095232,debt_consolidation,13500,18.64,60,2011-09-01,ACTIVE
890515,1107126,debt_consolidation,7600,16.29,36,2011-09-01,DEFAULTED
890516,1107127,home_improvement,20000,7.51,36,2011-09-01,ACTIVE
890268,1106894,medical,11875,10.65,36,2011-09-01,ACTIVE
890401,1076196,debt_consolidation,21725,18.79,60,2011-09-01,DEFAULTED
890391,1107024,wedding,1400,15.27,36,2011-09-01,ACTIVE
889421,1105973,debt_consolidation,24625,14.65,60,2011-09-01,ACTIVE
890346,1106947,other,2400,6.03,36,2011-09-01,ACTIVE
888296,1104641,debt_consolidation,20000,15.27,36,2011-09-01,DEFAULTED
890285,1106963,debt_consolidation,10000,12.69,36,2011-09-01,ACTIVE
867178,1080775,credit_card,12000,6.62,36,2011-09-01,ACTIVE
890104,1106766,car,4800,14.65,36,2011-09-01,ACTIVE
889972,1106545,debt_consolidation,12000,8.9,36,2011-09-01,ACTIVE
890232,1106814,debt_consolidation,15000,7.9,36,2011-09-01,ACTIVE
890172,1106789,debt_consolidation,25000,12.42,60,2011-10-01,ACTIVE
888743,1105203,debt_consolidation,12000,6.62,36,2011-09-01,ACTIVE
883855,1099192,credit_card,5100,6.03,36,2011-09-01,ACTIVE
890159,1106737,debt_consolidation,4800,14.27,36,2011-09-01,DEFAULTED
890155,1106733,moving,10000,13.49,36,2011-09-01,DEFAULTED
890144,1106723,home_improvement,10000,6.62,36,2011-09-01,ACTIVE
890093,1106702,credit_card,12000,7.51,36,2011-09-01,ACTIVE
872722,1086928,debt_consolidation,22000,17.27,60,2011-09-01,ACTIVE
889491,1106073,debt_consolidation,7000,9.91,36,2011-09-01,ACTIVE
889991,1106615,small_business,24000,13.49,60,2011-09-01,ACTIVE
851196,1063098,debt_consolidation,25000,12.42,60,2011-09-01,ACTIVE
889750,1106292,credit_card,24000,7.9,36,2011-10-01,ACTIVE
889946,1106497,credit_card,3000,7.9,36,2011-09-01,ACTIVE
889624,1106158,vacation,2000,14.65,36,2011-09-01,ACTIVE
889934,1106483,debt_consolidation,4000,6.62,36,2011-09-01,ACTIVE
889890,1106459,debt_consolidation,10000,6.62,36,2011-09-01,ACTIVE
889931,1103144,debt_consolidation,21200,9.91,36,2011-09-01,ACTIVE
889798,1106413,credit_card,5600,6.62,36,2011-09-01,ACTIVE
889781,1106345,other,9800,21.28,36,2011-09-01,ACTIVE
889851,1106396,other,1500,6.03,36,2011-09-01,ACTIVE
889621,1106155,home_improvement,28000,15.96,36,2011-09-01,ACTIVE
889794,1106358,other,3600,19.42,60,2011-09-01,DEFAULTED
887942,1104265,debt_consolidation,13275,15.27,36,2011-09-01,DEFAULTED
889797,1106361,debt_consolidation,30000,12.69,36,2011-09-01,DEFAULTED
889741,1106278,car,4000,14.27,60,2011-09-01,DEFAULTED
889691,1106253,debt_consolidation,12000,9.91,60,2011-09-01,ACTIVE
884736,1100197,credit_card,2400,14.27,36,2011-09-01,ACTIVE
889684,1106242,debt_consolidation,2200,19.42,60,2011-09-01,DEFAULTED
889683,1106241,medical,3500,11.71,36,2011-09-01,ACTIVE
889729,1076523,debt_consolidation,35000,10.99,60,2011-09-01,ACTIVE
889664,1106218,home_improvement,28000,7.9,36,2011-09-01,ACTIVE
843015,1053736,medical,7200,6.03,36,2011-09-01,ACTIVE
889647,1098953,small_business,8100,7.51,36,2011-09-01,ACTIVE
889548,1106051,debt_consolidation,35000,17.27,60,2011-09-01,DEFAULTED
889630,1106164,credit_card,15000,6.62,36,2011-09-01,ACTIVE
889614,1106148,medical,4500,7.9,36,2011-09-01,ACTIVE
889539,1106041,debt_consolidation,8000,7.9,36,2011-09-01,ACTIVE
888601,1105022,debt_consolidation,2600,7.9,36,2011-09-01,ACTIVE
888973,1105417,debt_consolidation,10000,6.03,36,2011-09-01,ACTIVE
874534,1089020,car,16600,17.58,60,2011-09-01,ACTIVE
889260,1105837,major_purchase,9000,6.62,36,2011-09-01,ACTIVE
889368,1105869,debt_consolidation,9600,15.27,36,2011-09-01,ACTIVE
889342,1065047,debt_consolidation,35000,11.49,60,2011-09-01,ACTIVE
889324,1105854,debt_consolidation,5375,12.69,36,2011-09-01,ACTIVE
887469,1103625,debt_consolidation,14000,8.9,60,2011-09-01,ACTIVE
889314,1105842,debt_consolidation,15000,10.65,60,2011-09-01,ACTIVE
889248,1105825,wedding,7000,9.91,36,2011-09-01,ACTIVE
872334,1086519,major_purchase,15000,12.42,60,2011-09-01,DEFAULTED
888241,1104595,car,16000,12.42,60,2011-10-01,ACTIVE
889300,1105796,debt_consolidation,3350,7.9,36,2011-09-01,ACTIVE
889263,1105708,debt_consolidation,9000,15.96,36,2011-09-01,DEFAULTED
888622,1105064,debt_consolidation,12800,7.9,36,2011-09-01,ACTIVE
889148,1105689,debt_consolidation,14825,6.03,36,2011-09-01,ACTIVE
889156,1105699,credit_card,28600,22.06,60,2011-09-01,ACTIVE
889198,1105724,debt_consolidation,14400,8.9,60,2011-09-01,DEFAULTED
889132,1105672,renewable_energy,12000,17.58,60,2011-09-01,ACTIVE
889036,1105554,major_purchase,6425,6.03,36,2011-09-01,ACTIVE
889094,1099694,debt_consolidation,9375,11.71,36,2011-09-01,DEFAULTED
874799,1089282,home_improvement,4150,17.58,60,2011-09-01,ACTIVE
878306,1093132,credit_card,7500,6.03,36,2011-09-01,ACTIVE
889066,1105500,debt_consolidation,13225,12.42,60,2011-09-01,ACTIVE
877288,1092021,credit_card,15000,7.51,36,2011-09-01,ACTIVE
888951,1105480,credit_card,7875,10.65,36,2011-09-01,ACTIVE
883026,1098284,credit_card,4050,7.51,36,2011-09-01,DEFAULTED
886504,1102345,small_business,1500,6.03,36,2011-09-01,ACTIVE
886513,1102386,debt_consolidation,5500,9.91,36,2011-09-01,ACTIVE
888841,1105306,other,18000,9.91,36,2011-09-01,ACTIVE
887062,1103083,debt_consolidation,35000,8.9,36,2011-09-01,ACTIVE
888876,1105262,debt_consolidation,25000,7.51,36,2011-09-01,ACTIVE
888866,1105252,other,10000,8.9,36,2011-09-01,ACTIVE
867354,1080950,debt_consolidation,25000,12.69,36,2011-09-01,ACTIVE
862447,1075487,car,4200,7.51,36,2011-09-01,ACTIVE
888777,1105156,home_improvement,30000,11.71,36,2011-09-01,ACTIVE
888356,1104781,debt_consolidation,23450,7.9,36,2011-09-01,ACTIVE
888725,1105184,vacation,10000,10.65,36,2011-09-01,ACTIVE
886830,1102884,debt_consolidation,6500,15.96,60,2011-09-01,ACTIVE
888702,1105129,debt_consolidation,26000,14.27,36,2011-09-01,ACTIVE
888658,1105111,credit_card,7125,7.51,36,2011-09-01,ACTIVE
888692,1105119,vacation,3600,16.77,36,2011-09-01,ACTIVE
877020,1091610,major_purchase,5000,9.91,36,2011-09-01,ACTIVE
888578,1104946,debt_consolidation,12000,11.71,36,2011-09-01,ACTIVE
888509,1104925,debt_consolidation,15000,19.42,60,2011-09-01,ACTIVE
888458,1104892,debt_consolidation,5000,7.51,36,2011-09-01,ACTIVE
888484,1104845,debt_consolidation,24000,7.9,36,2011-09-01,ACTIVE
888402,1104758,debt_consolidation,35000,20.89,60,2011-09-01,DEFAULTED
887724,1103922,debt_consolidation,11325,7.51,36,2011-09-01,ACTIVE
887545,1103720,credit_card,13500,11.71,60,2011-09-01,ACTIVE
888243,1104600,debt_consolidation,9150,6.03,36,2011-09-01,ACTIVE
888274,1104615,small_business,5400,8.9,36,2011-09-01,ACTIVE
888263,1104555,small_business,28000,7.9,36,2011-09-01,ACTIVE
888266,1014430,credit_card,22000,11.99,60,2011-10-01,ACTIVE
888223,1104570,debt_consolidation,4000,20.89,60,2011-09-01,DEFAULTED
837367,523086,credit_card,16000,17.27,60,2011-10-01,ACTIVE
888152,1104541,debt_consolidation,15000,7.51,36,2011-09-01,ACTIVE
888206,1104499,car,5200,6.62,36,2011-09-01,ACTIVE
888117,1104401,major_purchase,3500,15.27,36,2011-09-01,ACTIVE
880478,1095458,debt_consolidation,4500,6.62,36,2011-09-01,ACTIVE
888068,1104353,credit_card,12000,8.9,36,2011-09-01,DEFAULTED
862217,1075146,medical,24000,21.67,60,2011-09-01,DEFAULTED
887996,1104330,credit_card,7000,7.9,36,2011-09-01,ACTIVE
864811,1078046,small_business,35000,13.49,60,2011-09-01,ACTIVE
888048,1104380,major_purchase,1200,16.29,36,2011-09-01,ACTIVE
886563,1102356,debt_consolidation,12250,6.62,36,2011-09-01,ACTIVE
887980,1104261,credit_card,7200,11.71,36,2011-09-01,ACTIVE
887952,1104278,vacation,2000,16.29,36,2011-09-01,ACTIVE
863087,1076153,debt_consolidation,24000,10.65,60,2011-09-01,ACTIVE
887932,1104204,debt_consolidation,20000,15.27,60,2011-09-01,ACTIVE
887905,1104233,car,4000,6.03,36,2011-09-01,ACTIVE
877617,1092294,small_business,12000,7.9,60,2011-09-01,ACTIVE
880577,1095512,other,10000,12.42,36,2011-09-01,ACTIVE
887833,1104095,home_improvement,32000,21.67,60,2011-09-01,ACTIVE
887914,1104183,car,6500,6.03,36,2011-09-01,ACTIVE
887634,1103818,home_improvement,8650,7.51,36,2011-09-01,ACTIVE
886982,1102995,small_business,15000,13.49,60,2011-09-01,ACTIVE
887836,1104098,house,30000,15.96,60,2011-09-01,ACTIVE
887477,1103634,home_improvement,25000,7.9,36,2011-09-01,ACTIVE
879412,1094231,debt_consolidation,8000,6.03,36,2011-09-01,ACTIVE
887797,1104054,debt_consolidation,32400,7.9,36,2011-09-01,ACTIVE
887794,1104050,debt_consolidation,10000,6.03,36,2011-09-01,ACTIVE
872282,1086471,debt_consolidation,13675,11.71,60,2011-09-01,ACTIVE
887816,1104068,debt_consolidation,21350,13.49,60,2011-09-01,ACTIVE
886249,1102046,debt_consolidation,23675,16.77,60,2011-09-01,ACTIVE
887766,1104014,debt_consolidation,8000,9.91,36,2011-09-01,ACTIVE
887145,1103233,medical,9050,6.62,36,2011-09-01,ACTIVE
883991,1099327,car,16000,12.69,36,2011-09-01,ACTIVE
887709,1104006,credit_card,20000,12.42,36,2011-09-01,ACTIVE
887742,1103944,debt_consolidation,5300,12.69,36,2011-09-01,ACTIVE
885249,1100860,debt_consolidation,17325,19.42,60,2011-09-01,DEFAULTED
887650,1103840,debt_consolidation,13000,6.03,36,2011-09-01,ACTIVE
887644,1103828,debt_consolidation,26000,10.65,60,2011-09-01,ACTIVE
887637,1103821,other,8400,11.71,36,2011-09-01,ACTIVE
887633,1103817,wedding,25000,12.69,60,2011-09-01,ACTIVE
887629,1103813,home_improvement,1200,12.69,36,2011-09-01,ACTIVE
887616,1103747,debt_consolidation,20000,17.58,60,2011-09-01,DEFAULTED
887364,1103461,debt_consolidation,14400,11.71,36,2011-09-01,DEFAULTED
887499,1103766,debt_consolidation,7000,6.62,36,2011-09-01,ACTIVE
887539,1103714,credit_card,10000,11.71,36,2011-09-01,ACTIVE
887533,1103706,debt_consolidation,7200,6.62,36,2011-09-01,ACTIVE
887484,1103644,debt_consolidation,8800,6.62,36,2011-09-01,ACTIVE
887527,1103700,credit_card,10800,7.51,36,2011-09-01,ACTIVE
886292,1102106,small_business,25500,17.27,36,2011-10-01,DEFAULTED
887395,1103545,debt_consolidation,5600,13.49,36,2011-09-01,ACTIVE
887402,1103555,debt_consolidation,7000,14.65,36,2011-09-01,DEFAULTED
887394,1103542,debt_consolidation,12500,10.65,36,2011-09-01,ACTIVE
886326,1102131,debt_consolidation,28200,18.64,60,2011-09-01,ACTIVE
887378,1103526,vacation,9000,6.03,36,2011-09-01,ACTIVE
876837,1091447,other,7500,11.71,60,2011-09-01,ACTIVE
887346,1103500,major_purchase,15000,11.71,60,2011-09-01,ACTIVE
887363,1103460,debt_consolidation,13000,13.49,60,2011-09-01,ACTIVE
887370,1103518,wedding,1000,13.49,36,2011-09-01,ACTIVE
887328,1103479,medical,15000,6.03,36,2011-09-01,ACTIVE
887033,1103059,other,30000,12.69,60,2011-09-01,ACTIVE
887295,1083365,credit_card,4500,8.49,36,2011-09-01,ACTIVE
875626,1090105,other,2500,12.69,36,2011-09-01,ACTIVE
887259,1103407,car,8000,11.71,60,2011-09-01,ACTIVE
885196,1100799,house,12000,6.62,36,2011-09-01,ACTIVE
887274,1103417,debt_consolidation,35000,11.71,60,2011-09-01,ACTIVE
887247,1103392,car,12000,9.91,60,2011-09-01,ACTIVE
887246,1103391,home_improvement,35000,12.42,60,2011-09-01,ACTIVE
886254,1102053,debt_consolidation,16000,19.42,60,2011-09-01,ACTIVE
887225,1103363,debt_consolidation,11300,10.65,36,2011-09-01,ACTIVE
887182,1103313,debt_consolidation,4000,12.69,36,2011-09-01,ACTIVE
887185,1103320,debt_consolidation,18000,19.03,60,2011-09-01,ACTIVE
879014,1093815,debt_consolidation,35000,16.77,36,2011-10-01,ACTIVE
887160,1103247,medical,10500,6.62,36,2011-09-01,ACTIVE
887151,1103238,debt_consolidation,8400,11.71,36,2011-09-01,ACTIVE
885704,1101525,car,5000,12.69,36,2011-09-01,ACTIVE
885986,1101772,debt_consolidation,12000,18.25,60,2011-09-01,ACTIVE
887173,1103203,credit_card,4800,10.65,36,2011-09-01,ACTIVE
880713,1095706,debt_consolidation,10500,7.51,36,2011-09-01,ACTIVE
887079,1103103,other,3000,14.27,60,2011-09-01,ACTIVE
879190,1094006,major_purchase,5000,11.71,36,2011-09-01,ACTIVE
879707,1094682,debt_consolidation,5000,14.65,36,2011-09-01,DEFAULTED
884607,1100049,other,6500,9.91,36,2011-09-01,ACTIVE
887115,1103148,debt_consolidation,20000,18.64,36,2011-09-01,ACTIVE
887085,1103109,debt_consolidation,20000,14.27,36,2011-09-01,ACTIVE
887077,1103101,medical,7000,7.9,36,2011-09-01,ACTIVE
887018,1103043,debt_consolidation,13750,11.71,36,2011-09-01,ACTIVE
885620,1101322,debt_consolidation,5000,15.96,36,2011-09-01,ACTIVE
884931,1100408,debt_consolidation,14000,12.69,60,2011-09-01,ACTIVE
886999,1103068,car,4000,9.91,36,2011-09-01,ACTIVE
886946,1103019,major_purchase,17000,6.03,36,2011-09-01,ACTIVE
886952,1103026,debt_consolidation,22400,18.64,60,2011-09-01,ACTIVE
886954,1093121,debt_consolidation,10625,14.27,60,2011-09-01,ACTIVE
886983,1102996,debt_consolidation,12000,6.03,36,2011-09-01,ACTIVE
864135,1077297,debt_consolidation,9600,14.27,36,2011-09-01,DEFAULTED
886928,1102943,debt_consolidation,12000,9.91,36,2011-09-01,ACTIVE
886926,1102941,credit_card,12000,6.62,36,2011-09-01,ACTIVE
886858,1102968,other,2000,7.9,36,2011-09-01,ACTIVE
886904,1102913,debt_consolidation,18400,19.42,60,2011-09-01,ACTIVE
886900,1102857,debt_consolidation,8000,6.03,36,2011-09-01,ACTIVE
886824,1102877,debt_consolidation,21000,18.64,60,2011-09-01,ACTIVE
849333,1061040,wedding,9500,19.03,60,2011-09-01,ACTIVE
886822,1102875,credit_card,26000,15.96,36,2011-09-01,ACTIVE
886870,1102828,debt_consolidation,5000,6.62,36,2011-09-01,ACTIVE
886815,1102867,home_improvement,28000,10.65,60,2011-09-01,ACTIVE
886716,1102718,debt_consolidation,9600,10.65,36,2011-09-01,ACTIVE
886664,1102665,small_business,10400,17.58,60,2011-09-01,DEFAULTED
885797,1101568,medical,18000,19.42,60,2011-09-01,DEFAULTED
886517,1102391,car,5000,6.03,36,2011-09-01,ACTIVE
831934,1041253,debt_consolidation,16000,11.71,60,2011-09-01,ACTIVE
886514,1102387,debt_consolidation,19200,18.64,60,2011-09-01,ACTIVE
886471,1102302,debt_consolidation,30000,17.58,36,2011-09-01,ACTIVE
874854,1089355,wedding,7200,8.9,36,2011-09-01,ACTIVE
886395,1102264,home_improvement,15000,6.03,36,2011-09-01,ACTIVE
885696,1101515,home_improvement,10200,7.9,36,2011-09-01,ACTIVE
876575,1091178,other,6350,7.51,36,2011-09-01,ACTIVE
886331,1102135,debt_consolidation,13000,7.9,36,2011-09-01,ACTIVE
886300,1102165,debt_consolidation,4000,10.65,36,2011-09-01,ACTIVE
886290,1102104,other,1500,11.71,36,2011-09-01,ACTIVE
883550,1098877,debt_consolidation,28000,9.91,36,2011-09-01,ACTIVE
886294,1102108,other,4000,14.65,36,2011-09-01,DEFAULTED
879872,1094818,moving,12000,11.71,60,2011-09-01,ACTIVE
886277,1102089,home_improvement,20000,10.65,36,2011-09-01,ACTIVE
885768,1101482,debt_consolidation,6350,7.51,36,2011-09-01,ACTIVE
730844,926851,credit_card,20000,12.69,36,2011-09-01,ACTIVE
886184,1101982,debt_consolidation,10000,17.58,60,2011-09-01,ACTIVE
886103,1101899,debt_consolidation,9100,12.42,36,2011-09-01,ACTIVE
880531,1095553,debt_consolidation,25000,17.27,60,2011-09-01,ACTIVE
886136,1101925,debt_consolidation,9200,12.42,36,2011-09-01,ACTIVE
886110,1101907,debt_consolidation,17000,11.71,36,2011-09-01,ACTIVE
886116,1101853,home_improvement,12000,10.65,60,2011-09-01,DEFAULTED
886100,1101895,debt_consolidation,15000,12.42,36,2011-09-01,ACTIVE
886112,1101849,debt_consolidation,10000,10.65,36,2011-09-01,ACTIVE
886071,1101864,small_business,17000,7.9,36,2011-09-01,ACTIVE
886050,1101836,debt_consolidation,2000,6.62,36,2011-09-01,ACTIVE
886001,1101792,debt_consolidation,16000,14.27,60,2011-09-01,ACTIVE
885976,1101763,debt_consolidation,30000,14.27,60,2011-09-01,ACTIVE
884885,1100464,small_business,30000,20.89,60,2011-09-01,ACTIVE
885916,1101646,credit_card,29700,12.69,60,2011-09-01,DEFAULTED
884188,1099594,debt_consolidation,8400,6.03,36,2011-09-01,ACTIVE
885909,1101692,debt_consolidation,30000,11.71,60,2011-09-01,DEFAULTED
885947,1101727,wedding,2000,12.42,36,2011-09-01,ACTIVE
885951,1101221,credit_card,6000,13.49,36,2011-09-01,ACTIVE
885944,1101724,credit_card,2675,9.91,36,2011-09-01,ACTIVE
885922,1101652,other,12000,11.71,60,2011-09-01,DEFAULTED
885931,1101661,debt_consolidation,10000,10.65,36,2011-09-01,ACTIVE
885881,1101604,debt_consolidation,3400,7.51,36,2011-09-01,ACTIVE
885857,1101636,wedding,4000,7.51,36,2011-09-01,ACTIVE
859156,1071836,debt_consolidation,20000,14.27,60,2011-09-01,ACTIVE
885791,1101509,other,2000,9.91,36,2011-09-01,ACTIVE
884946,1100530,wedding,12800,8.9,60,2011-09-01,ACTIVE
884769,1100236,home_improvement,12000,14.27,36,2011-09-01,ACTIVE
885701,1092540,debt_consolidation,35000,11.49,60,2011-09-01,ACTIVE
885747,1101459,debt_consolidation,30000,19.03,60,2011-09-01,DEFAULTED
885675,1101389,small_business,35000,11.71,60,2011-09-01,ACTIVE
863374,1076450,debt_consolidation,22250,12.42,36,2011-09-01,ACTIVE
885731,1101442,debt_consolidation,5025,8.9,36,2011-09-01,ACTIVE
884840,1100413,house,22800,17.27,36,2011-09-01,ACTIVE
868135,1081849,credit_card,11300,9.91,36,2011-09-01,ACTIVE
885651,1101357,debt_consolidation,5000,10.65,36,2011-09-01,ACTIVE
885637,1101339,debt_consolidation,5600,6.03,36,2011-09-01,ACTIVE
871152,1085269,debt_consolidation,15000,12.42,36,2011-09-01,ACTIVE
885489,1101184,debt_consolidation,7075,17.58,36,2011-09-01,DEFAULTED
885569,1101271,debt_consolidation,3700,7.9,36,2011-09-01,ACTIVE
885551,1101248,debt_consolidation,2000,8.9,36,2011-09-01,ACTIVE
885522,1101214,debt_consolidation,25000,14.65,60,2011-09-01,DEFAULTED
873624,1087946,small_business,10000,6.62,36,2011-09-01,DEFAULTED
884264,1099622,major_purchase,9800,12.42,60,2011-09-01,ACTIVE
885388,1101063,credit_card,7000,8.9,36,2011-09-01,ACTIVE
885389,1101066,debt_consolidation,4000,9.91,36,2011-09-01,ACTIVE
885382,1101007,credit_card,17000,7.9,36,2011-09-01,ACTIVE
884560,1100012,credit_card,3600,6.03,36,2011-09-01,ACTIVE
884937,1100520,other,7200,6.03,36,2011-09-01,ACTIVE
885329,1100949,debt_consolidation,4000,6.03,36,2011-09-01,ACTIVE
885312,1100929,debt_consolidation,30000,11.71,36,2011-09-01,ACTIVE
885282,1100895,debt_consolidation,20000,7.9,36,2011-09-01,ACTIVE
885252,1100914,debt_consolidation,35000,17.27,60,2011-09-01,ACTIVE
885293,1100907,wedding,10200,11.71,36,2011-09-01,ACTIVE
885280,1100892,debt_consolidation,5000,7.9,36,2011-09-01,DEFAULTED
859497,1072194,debt_consolidation,10000,6.03,36,2011-09-01,ACTIVE
885209,1100869,debt_consolidation,35000,8.9,36,2011-09-01,ACTIVE
884856,1100432,small_business,8600,7.51,36,2011-09-01,ACTIVE
885195,1100798,home_improvement,9000,6.03,36,2011-09-01,ACTIVE
885182,1100782,credit_card,21600,12.42,36,2011-09-01,ACTIVE
884223,1099521,debt_consolidation,30000,12.42,60,2011-09-01,ACTIVE
867529,1081136,other,14750,11.71,60,2011-09-01,DEFAULTED
885035,1100621,debt_consolidation,12000,15.96,60,2011-09-01,ACTIVE
879929,1094865,debt_consolidation,24600,17.58,60,2011-09-01,ACTIVE
885095,1100688,vacation,5000,11.71,36,2011-09-01,ACTIVE
878233,1093001,credit_card,14400,11.71,36,2011-09-01,ACTIVE
885011,1100597,debt_consolidation,21000,11.71,36,2011-09-01,ACTIVE
885009,1100595,credit_card,11000,8.9,36,2011-09-01,ACTIVE
884952,1100538,small_business,25000,10.65,60,2011-09-01,ACTIVE
849512,1061233,debt_consolidation,10000,6.62,36,2011-09-01,ACTIVE
885002,1100588,small_business,5950,13.49,36,2011-09-01,ACTIVE
884965,1100497,debt_consolidation,25000,13.49,36,2011-09-01,DEFAULTED
883463,1098730,major_purchase,4375,12.42,36,2011-09-01,ACTIVE
884948,1100533,debt_consolidation,5000,6.62,36,2011-09-01,ACTIVE
884978,1099076,debt_consolidation,4300,7.9,36,2011-09-01,ACTIVE
884963,1100495,other,2500,15.96,60,2011-09-01,DEFAULTED
883528,1098854,credit_card,10625,6.03,36,2011-09-01,ACTIVE
884903,1100484,debt_consolidation,5000,17.58,60,2011-09-01,DEFAULTED
884911,1100493,debt_consolidation,10700,6.03,36,2011-09-01,ACTIVE
884904,1083309,credit_card,35000,10.99,60,2011-09-01,ACTIVE
884853,1100427,debt_consolidation,20000,12.69,60,2011-09-01,ACTIVE
884487,1099919,debt_consolidation,11800,7.51,36,2011-09-01,ACTIVE
884858,1100430,debt_consolidation,7000,6.03,36,2011-09-01,ACTIVE
884850,1100423,vacation,3000,6.03,36,2011-09-01,ACTIVE
884798,1100371,medical,5000,8.9,36,2011-09-01,ACTIVE
884787,1100257,debt_consolidation,4000,12.69,36,2011-09-01,ACTIVE
884640,1100088,home_improvement,4000,14.27,60,2011-09-01,ACTIVE
884789,1100260,debt_consolidation,6000,10.65,36,2011-09-01,ACTIVE
884469,1099848,debt_consolidation,24000,13.49,36,2011-09-01,ACTIVE
884814,1100278,debt_consolidation,1200,9.91,36,2011-09-01,ACTIVE
884813,1100280,debt_consolidation,7700,11.71,36,2011-09-01,ACTIVE
884684,1100141,car,7000,6.03,36,2011-09-01,ACTIVE
884755,1100269,debt_consolidation,12025,14.27,36,2011-09-01,ACTIVE
884055,1099397,wedding,5600,6.62,36,2011-09-01,ACTIVE
884733,1100193,other,28000,9.91,60,2011-09-01,ACTIVE
884691,1100151,debt_consolidation,20000,16.77,36,2011-09-01,DEFAULTED
882899,1098157,debt_consolidation,25000,18.64,60,2011-09-01,DEFAULTED
884653,1100105,home_improvement,5000,6.62,36,2011-09-01,ACTIVE
884676,1100129,debt_consolidation,6000,14.27,60,2011-09-01,ACTIVE
884267,1099625,wedding,10700,14.27,36,2011-09-01,ACTIVE
876767,1091349,debt_consolidation,14600,6.03,36,2011-09-01,ACTIVE
