customer_id,age,income,income_band,employment_type,region,signup_date
679763,,62000.0,50k-75k,4 years,South,2010-06-01
679756,,110000.0,100k+,5 years,Northeast,2010-06-01
679802,,120000.0,100k+,1 year,Northeast,2010-06-01
679877,,148000.0,100k+,9 years,South,2010-06-01
679881,,36000.0,25k-50k,10+ years,West,2010-06-01
679668,,64151.0,50k-75k,< 1 year,South,2010-06-01
680702,,75000.0,75k-100k,4 years,West,2010-06-01
679596,,40000.0,25k-50k,2 years,South,2010-06-01
681589,,68000.0,50k-75k,10+ years,South,2010-06-01
681455,,60000.0,50k-75k,< 1 year,South,2010-06-01
681283,,28800.0,25k-50k,6 years,Midwest,2010-06-01
671293,,36000.0,25k-50k,3 years,Midwest,2010-06-01
681692,,45673.92,25k-50k,10+ years,Midwest,2010-06-01
681695,,54000.0,50k-75k,2 years,South,2010-06-01
681397,,45000.0,25k-50k,10+ years,West,2010-06-01
681395,,98582.68,75k-100k,10+ years,West,2010-06-01
681729,,50000.0,50k-75k,2 years,South,2010-06-01
681702,,40000.0,25k-50k,5 years,Northeast,2010-06-01
680339,,95000.0,75k-100k,3 years,West,2010-06-01
680611,,28000.0,25k-50k,3 years,West,2010-06-01
680916,,65000.0,50k-75k,10+ years,West,2010-06-01
680938,,27996.0,25k-50k,4 years,Northeast,2010-06-01
681017,,61000.0,50k-75k,2 years,South,2010-06-01
681025,,38484.0,25k-50k,4 years,South,2010-06-01
674632,,122000.0,100k+,10+ years,Midwest,2010-06-01
677256,,78000.0,75k-100k,3 years,South,2010-06-01
681348,,42000.0,25k-50k,4 years,West,2010-06-01
681104,,225000.0,100k+,10+ years,West,2010-06-01
681118,,132000.0,100k+,8 years,West,2010-06-01
681269,,81000.0,75k-100k,4 years,Midwest,2010-06-01
669602,,94692.0,75k-100k,5 years,South,2010-06-01
681305,,45000.0,25k-50k,5 years,South,2010-06-01
681309,,92000.0,75k-100k,10+ years,West,2010-06-01
681136,,90000.0,75k-100k,5 years,South,2010-06-01
680156,,126504.0,100k+,2 years,Northeast,2010-06-01
651233,,37315.0,25k-50k,1 year,Midwest,2010-06-01
680667,,67000.0,50k-75k,3 years,West,2010-06-01
681693,,72000.0,50k-75k,10+ years,South,2010-06-01
680897,,46875.0,25k-50k,1 year,Northeast,2010-06-01
680876,,40000.0,25k-50k,2 years,Northeast,2010-06-01
681592,,25000.0,25k-50k,3 years,Northeast,2010-06-01
680714,,40000.0,25k-50k,3 years,Northeast,2010-06-01
681637,,52000.0,50k-75k,3 years,Midwest,2010-06-01
680737,,75000.0,75k-100k,< 1 year,West,2010-06-01
680734,,48000.0,25k-50k,Unknown,Northeast,2010-06-01
680425,,65000.0,50k-75k,10+ years,Northeast,2010-06-01
681577,,160000.0,100k+,9 years,South,2010-06-01
680758,,37400.0,25k-50k,< 1 year,West,2010-06-01
680806,,80000.0,75k-100k,4 years,Northeast,2010-06-01
680753,,120000.0,100k+,10+ years,Northeast,2010-06-01
681212,,69000.0,50k-75k,10+ years,Northeast,2010-06-01
681743,,60000.0,50k-75k,2 years,South,2010-06-01
681489,,83000.0,75k-100k,< 1 year,West,2010-06-01
668274,,43080.0,25k-50k,2 years,West,2010-06-01
681480,,96300.0,75k-100k,1 year,South,2010-06-01
680867,,62000.0,50k-75k,3 years,West,2010-06-01
677932,,54000.0,50k-75k,9 years,West,2010-06-01
681673,,53000.0,50k-75k,< 1 year,Northeast,2010-06-01
681522,,120000.0,100k+,5 years,Midwest,2010-06-01
658665,,25000.0,25k-50k,10+ years,South,2010-07-01
708042,,43700.0,25k-50k,2 years,South,2010-07-01
708016,,116000.0,100k+,10+ years,Midwest,2010-07-01
707869,,32400.0,25k-50k,2 years,West,2010-07-01
707878,,63600.0,50k-75k,1 year,West,2010-07-01
707419,,22884.0,<25k,4 years,South,2010-07-01
707987,,33600.0,25k-50k,10+ years,West,2010-07-01
707959,,48000.0,25k-50k,2 years,South,2010-07-01
707955,,77520.0,75k-100k,< 1 year,West,2010-07-01
707474,,22708.0,<25k,6 years,West,2010-07-01
705302,,73200.0,50k-75k,7 years,South,2010-07-01
707967,,236004.0,100k+,10+ years,Northeast,2010-07-01
709512,,50000.0,50k-75k,5 years,Midwest,2010-07-01
707890,,96500.0,75k-100k,1 year,West,2010-07-01
689842,,110004.0,100k+,5 years,South,2010-07-01
692299,,75000.0,75k-100k,1 year,South,2010-07-01
707968,,28800.0,25k-50k,< 1 year,South,2010-07-01
707886,,45000.0,25k-50k,4 years,Midwest,2010-07-01
707948,,60000.0,50k-75k,10+ years,South,2010-07-01
708753,,51888.0,50k-75k,10+ years,West,2010-07-01
707002,,72000.0,50k-75k,< 1 year,Midwest,2010-07-01
707314,,19896.0,<25k,Unknown,South,2010-07-01
693791,,24000.0,<25k,Unknown,West,2010-07-01
707213,,80000.0,75k-100k,10+ years,South,2010-07-01
707289,,38400.0,25k-50k,5 years,Northeast,2010-07-01
706251,,43000.0,25k-50k,7 years,Midwest,2010-07-01
707264,,85603.0,75k-100k,10+ years,South,2010-07-01
707254,,50000.0,50k-75k,10+ years,South,2010-07-01
707259,,65000.0,50k-75k,5 years,West,2010-07-01
707188,,68000.0,50k-75k,5 years,West,2010-07-01
707249,,50000.0,50k-75k,4 years,West,2010-07-01
707233,,72000.0,50k-75k,3 years,West,2010-07-01
706509,,69996.0,50k-75k,10+ years,West,2010-07-01
707218,,85000.0,75k-100k,5 years,Northeast,2010-07-01
707182,,44904.0,25k-50k,2 years,South,2010-07-01
704056,,40000.0,25k-50k,9 years,Northeast,2010-07-01
707166,,92000.0,75k-100k,10+ years,West,2010-07-01
706143,,110000.0,100k+,10+ years,Northeast,2010-07-01
701526,,85000.0,75k-100k,5 years,Midwest,2010-07-01
706707,,67320.0,50k-75k,7 years,South,2010-07-01
707335,,205000.0,100k+,10+ years,Northeast,2010-07-01
704890,,124000.0,100k+,10+ years,West,2010-07-01
707106,,30000.0,25k-50k,10+ years,Midwest,2010-07-01
707755,,31000.0,25k-50k,2 years,South,2010-07-01
707703,,54000.0,50k-75k,Unknown,Northeast,2010-07-01
706828,,68004.0,50k-75k,7 years,South,2010-07-01
707113,,30000.0,25k-50k,1 year,South,2010-07-01
707713,,45600.0,25k-50k,< 1 year,West,2010-07-01
707602,,75000.0,75k-100k,4 years,South,2010-07-01
707579,,74000.0,50k-75k,6 years,South,2010-07-01
707553,,110000.0,100k+,10+ years,Northeast,2010-07-01
708052,,39000.0,25k-50k,3 years,West,2010-07-01
704602,,82000.0,75k-100k,8 years,West,2010-07-01
707367,,24000.0,<25k,6 years,Northeast,2010-07-01
707487,,19632.0,<25k,< 1 year,West,2010-07-01
707486,,244000.0,100k+,10+ years,South,2010-07-01
707470,,60000.0,50k-75k,4 years,West,2010-07-01
707440,,25800.0,25k-50k,< 1 year,West,2010-07-01
707458,,15000.0,<25k,4 years,West,2010-07-01
707434,,80000.0,75k-100k,10+ years,Northeast,2010-07-01
703445,,46000.0,25k-50k,1 year,South,2010-07-01
707369,,60000.0,50k-75k,10+ years,South,2010-07-01
707845,,60000.0,50k-75k,10+ years,South,2010-07-01
706455,,68000.0,50k-75k,7 years,Midwest,2010-07-01
702160,,58000.0,50k-75k,9 years,Northeast,2010-07-01
708089,,130000.0,100k+,10+ years,Midwest,2010-07-01
706534,,48000.0,25k-50k,6 years,Midwest,2010-07-01
689822,,65000.0,50k-75k,4 years,Midwest,2010-07-01
709375,,42500.0,25k-50k,9 years,Northeast,2010-07-01
707594,,65000.0,50k-75k,9 years,Northeast,2010-07-01
709396,,120000.0,100k+,2 years,South,2010-07-01
707591,,68000.0,50k-75k,10+ years,Northeast,2010-07-01
700783,,64800.0,50k-75k,5 years,West,2010-07-01
707633,,45000.0,25k-50k,10+ years,Midwest,2010-07-01
708895,,185000.0,100k+,6 years,South,2010-07-01
708890,,75000.0,75k-100k,10+ years,Midwest,2010-07-01
709385,,40200.0,25k-50k,10+ years,Northeast,2010-07-01
708882,,81000.0,75k-100k,10+ years,West,2010-07-01
707918,,33600.0,25k-50k,2 years,South,2010-07-01
708834,,75400.0,75k-100k,4 years,Midwest,2010-07-01
707910,,36000.0,25k-50k,3 years,Midwest,2010-07-01
705689,,9600.0,<25k,2 years,West,2010-07-01
708594,,34500.0,25k-50k,5 years,Northeast,2010-07-01
709037,,27600.0,25k-50k,1 year,Midwest,2010-07-01
705974,,62000.0,50k-75k,10+ years,South,2010-07-01
702387,,87000.0,75k-100k,5 years,Midwest,2010-07-01
709149,,42996.0,25k-50k,2 years,South,2010-07-01
708810,,78000.0,75k-100k,3 years,South,2010-07-01
709158,,90000.0,75k-100k,10+ years,South,2010-07-01
709127,,96000.0,75k-100k,7 years,West,2010-07-01
709293,,51000.0,50k-75k,4 years,Northeast,2010-07-01
708686,,125000.0,100k+,9 years,South,2010-07-01
674322,,91229.0,75k-100k,2 years,West,2010-07-01
708596,,14500.0,<25k,10+ years,West,2010-07-01
709117,,115000.0,100k+,4 years,West,2010-07-01
709110,,50000.0,50k-75k,7 years,West,2010-07-01
709071,,43500.0,25k-50k,3 years,South,2010-07-01
708798,,95000.0,75k-100k,10+ years,South,2010-07-01
709282,,87895.0,75k-100k,4 years,South,2010-07-01
708775,,40000.0,25k-50k,4 years,Northeast,2010-07-01
708804,,74004.0,50k-75k,< 1 year,Northeast,2010-07-01
707748,,125000.0,100k+,2 years,South,2010-07-01
708462,,85000.0,75k-100k,4 years,West,2010-07-01
708445,,92400.0,75k-100k,5 years,South,2010-07-01
708351,,24000.0,<25k,2 years,West,2010-07-01
708397,,60000.0,50k-75k,< 1 year,Northeast,2010-07-01
709357,,74000.0,50k-75k,6 years,South,2010-07-01
708366,,30000.0,25k-50k,2 years,Midwest,2010-07-01
703535,,71004.0,50k-75k,8 years,Northeast,2010-07-01
708239,,60000.0,50k-75k,4 years,West,2010-07-01
708329,,38400.0,25k-50k,6 years,Midwest,2010-07-01
708306,,18000.0,<25k,Unknown,Northeast,2010-07-01
708201,,33000.0,25k-50k,5 years,Northeast,2010-07-01
708126,,93000.0,75k-100k,10+ years,South,2010-07-01
708181,,60000.0,50k-75k,10+ years,Midwest,2010-07-01
708135,,84000.0,75k-100k,10+ years,South,2010-07-01
691923,,170004.0,100k+,1 year,West,2010-07-01
708492,,84000.0,75k-100k,10+ years,Northeast,2010-07-01
705508,,63000.0,50k-75k,3 years,Northeast,2010-07-01
708568,,26400.0,25k-50k,< 1 year,West,2010-07-01
707154,,100000.0,100k+,< 1 year,Midwest,2010-07-01
708750,,60000.0,50k-75k,< 1 year,West,2010-07-01
704209,,32000.0,25k-50k,1 year,West,2010-07-01
709422,,45000.0,25k-50k,8 years,Midwest,2010-07-01
708575,,69000.0,50k-75k,10+ years,Northeast,2010-07-01
708703,,124000.0,100k+,3 years,West,2010-07-01
708600,,81000.0,75k-100k,10+ years,Northeast,2010-07-01
708609,,52000.0,50k-75k,5 years,West,2010-07-01
706364,,24000.0,<25k,3 years,Northeast,2010-07-01
708667,,37225.0,25k-50k,4 years,Northeast,2010-07-01
708238,,46800.0,25k-50k,Unknown,Northeast,2010-07-01
709445,,37000.0,25k-50k,2 years,South,2010-07-01
708474,,38004.0,25k-50k,4 years,South,2010-07-01
708561,,20004.0,<25k,2 years,South,2010-07-01
708032,,52800.0,50k-75k,3 years,South,2010-07-01
708072,,155000.0,100k+,2 years,Midwest,2010-07-01
699740,,100800.0,100k+,4 years,South,2010-07-01
706266,,66000.0,50k-75k,Unknown,South,2010-07-01
707083,,28692.0,25k-50k,10+ years,South,2010-07-01
705317,,70000.0,50k-75k,4 years,South,2010-07-01
704531,,58000.0,50k-75k,8 years,Midwest,2010-07-01
705435,,60000.0,50k-75k,7 years,Northeast,2010-07-01
705428,,69996.0,50k-75k,10+ years,Northeast,2010-07-01
705064,,24000.0,<25k,2 years,Midwest,2010-07-01
703387,,24000.0,<25k,2 years,Northeast,2010-07-01
705537,,300000.0,100k+,7 years,West,2010-07-01
705496,,51000.0,50k-75k,10+ years,South,2010-07-01
705560,,48000.0,25k-50k,4 years,West,2010-07-01
709508,,39996.0,25k-50k,< 1 year,Midwest,2010-07-01
703795,,44304.0,25k-50k,1 year,South,2010-07-01
704705,,20000.0,<25k,2 years,Northeast,2010-07-01
705600,,48000.0,25k-50k,3 years,Midwest,2010-07-01
705590,,11340.0,<25k,Unknown,South,2010-07-01
656743,,75000.0,75k-100k,7 years,Northeast,2010-07-01
704243,,47004.0,25k-50k,2 years,South,2010-07-01
705576,,124596.0,100k+,1 year,South,2010-07-01
703098,,30996.0,25k-50k,Unknown,West,2010-07-01
699767,,300000.0,100k+,10+ years,South,2010-07-01
705908,,24000.0,<25k,5 years,Northeast,2010-07-01
705339,,98700.0,75k-100k,10+ years,South,2010-07-01
705691,,53000.0,50k-75k,6 years,West,2010-07-01
705681,,45000.0,25k-50k,10+ years,Midwest,2010-07-01
705308,,30000.0,25k-50k,9 years,South,2010-07-01
705850,,90000.0,75k-100k,< 1 year,Northeast,2010-07-01
705522,,204000.0,100k+,10+ years,West,2010-07-01
705699,,228000.0,100k+,6 years,Northeast,2010-07-01
703182,,140000.0,100k+,9 years,West,2010-07-01
704154,,115200.0,100k+,3 years,Northeast,2010-07-01
705641,,33600.0,25k-50k,3 years,West,2010-07-01
705632,,138000.0,100k+,5 years,West,2010-07-01
705833,,73000.0,50k-75k,3 years,West,2010-07-01
705953,,138000.0,100k+,10+ years,West,2010-07-01
705284,,48000.0,25k-50k,4 years,Northeast,2010-07-01
705282,,23000.0,<25k,2 years,South,2010-07-01
704842,,201996.0,100k+,10+ years,South,2010-07-01
704886,,66384.0,50k-75k,3 years,West,2010-07-01
703189,,65000.0,50k-75k,10+ years,Northeast,2010-07-01
701744,,45000.0,25k-50k,< 1 year,West,2010-07-01
704858,,113217.4,100k+,2 years,South,2010-07-01
704836,,85000.0,75k-100k,6 years,Northeast,2010-07-01
696139,,52000.0,50k-75k,10+ years,Northeast,2010-07-01
704851,,136000.0,100k+,2 years,Northeast,2010-07-01
704998,,98500.0,75k-100k,5 years,Midwest,2010-07-01
703404,,32004.0,25k-50k,5 years,South,2010-07-01
704077,,47000.0,25k-50k,5 years,West,2010-07-01
705062,,60000.0,50k-75k,10+ years,West,2010-07-01
700997,,18000.0,<25k,2 years,South,2010-07-01
705066,,55000.0,50k-75k,10+ years,West,2010-07-01
702933,,44000.0,25k-50k,10+ years,Northeast,2010-07-01
704651,,29865.0,25k-50k,8 years,South,2010-07-01
704847,,45000.0,25k-50k,4 years,West,2010-07-01
705257,,90000.0,75k-100k,7 years,West,2010-07-01
700884,,58000.0,50k-75k,5 years,Northeast,2010-07-01
704746,,96800.0,75k-100k,10+ years,South,2010-07-01
705223,,47000.0,25k-50k,1 year,South,2010-07-01
705172,,52000.0,50k-75k,8 years,South,2010-07-01
704734,,55000.0,50k-75k,5 years,South,2010-07-01
689345,,31000.0,25k-50k,5 years,Midwest,2010-07-01
705194,,78000.0,75k-100k,4 years,West,2010-07-01
704783,,24000.0,<25k,< 1 year,West,2010-07-01
550039,,28700.0,25k-50k,5 years,South,2010-07-01
705107,,65619.0,50k-75k,10+ years,West,2010-07-01
704839,,82000.0,75k-100k,< 1 year,West,2010-07-01
705078,,57500.0,50k-75k,4 years,West,2010-07-01
705076,,24395.0,<25k,10+ years,Midwest,2010-07-01
705181,,70000.0,50k-75k,1 year,West,2010-07-01
705997,,50000.0,50k-75k,< 1 year,Midwest,2010-07-01
706112,,40000.0,25k-50k,< 1 year,Northeast,2010-07-01
706165,,62500.0,50k-75k,10+ years,Northeast,2010-07-01
705885,,105000.0,100k+,8 years,Northeast,2010-07-01
706689,,95000.0,75k-100k,3 years,West,2010-07-01
706708,,38400.0,25k-50k,10+ years,West,2010-07-01
703610,,48996.0,25k-50k,10+ years,West,2010-07-01
706738,,76145.0,75k-100k,10+ years,Northeast,2010-07-01
706743,,35600.0,25k-50k,< 1 year,South,2010-07-01
706729,,15708.0,<25k,Unknown,West,2010-07-01
706758,,108000.0,100k+,10+ years,Northeast,2010-07-01
706789,,23000.0,<25k,Unknown,West,2010-07-01
691940,,75000.0,75k-100k,2 years,Northeast,2010-07-01
705142,,140004.0,100k+,7 years,Northeast,2010-07-01
706136,,39996.0,25k-50k,< 1 year,Northeast,2010-07-01
706806,,42000.0,25k-50k,10+ years,Northeast,2010-07-01
701981,,46500.0,25k-50k,1 year,Northeast,2010-07-01
702541,,21636.0,<25k,3 years,West,2010-07-01
691868,,26400.0,25k-50k,7 years,Midwest,2010-07-01
706863,,54000.0,50k-75k,9 years,West,2010-07-01
707068,,43000.0,25k-50k,9 years,South,2010-07-01
706946,,24000.0,<25k,< 1 year,Midwest,2010-07-01
707041,,48000.0,25k-50k,3 years,West,2010-07-01
707021,,32004.0,25k-50k,3 years,West,2010-07-01
706995,,19200.0,<25k,Unknown,West,2010-07-01
631364,,120000.0,100k+,10+ years,Northeast,2010-07-01
706380,,54000.0,50k-75k,5 years,Northeast,2010-07-01
707009,,52000.0,50k-75k,4 years,Northeast,2010-07-01
705983,,50000.0,50k-75k,6 years,West,2010-07-01
701871,,65000.0,50k-75k,5 years,Northeast,2010-07-01
705575,,50000.0,50k-75k,< 1 year,South,2010-07-01
706932,,58900.0,50k-75k,2 years,South,2010-07-01
706930,,58000.0,50k-75k,9 years,Midwest,2010-07-01
704080,,52000.0,50k-75k,7 years,South,2010-07-01
707001,,24000.0,<25k,3 years,Northeast,2010-07-01
533035,,42000.0,25k-50k,Unknown,Midwest,2010-07-01
706177,,54252.0,50k-75k,10+ years,Midwest,2010-07-01
706607,,38400.0,25k-50k,2 years,South,2010-07-01
706355,,87950.0,75k-100k,10+ years,Northeast,2010-07-01
706316,,24000.0,<25k,4 years,South,2010-07-01
705977,,72000.0,50k-75k,5 years,Northeast,2010-07-01
704663,,61200.0,50k-75k,5 years,Midwest,2010-07-01
706296,,70000.0,50k-75k,8 years,Northeast,2010-07-01
706280,,69996.0,50k-75k,< 1 year,South,2010-07-01
704643,,31000.0,25k-50k,8 years,Midwest,2010-07-01
706276,,51000.0,50k-75k,3 years,Northeast,2010-07-01
705872,,30000.0,25k-50k,3 years,Northeast,2010-07-01
706264,,20004.0,<25k,2 years,West,2010-07-01
706242,,54996.0,50k-75k,10+ years,West,2010-07-01
706190,,90000.0,75k-100k,2 years,South,2010-07-01
700915,,60000.0,50k-75k,2 years,Northeast,2010-07-01
705637,,100000.0,100k+,8 years,South,2010-07-01
706272,,46080.0,25k-50k,3 years,South,2010-07-01
707108,,127000.0,100k+,10+ years,South,2010-07-01
674807,,38000.0,25k-50k,2 years,South,2010-07-01
706404,,86004.0,75k-100k,10+ years,West,2010-07-01
706616,,125000.0,100k+,6 years,Northeast,2010-07-01
706442,,117400.0,100k+,7 years,Midwest,2010-07-01
697349,,45996.0,25k-50k,5 years,Northeast,2010-07-01
706552,,48000.0,25k-50k,2 years,South,2010-07-01
706438,,56000.0,50k-75k,8 years,Midwest,2010-07-01
706526,,66500.0,50k-75k,5 years,Midwest,2010-07-01
705989,,48000.0,25k-50k,2 years,South,2010-07-01
706543,,15600.0,<25k,3 years,Northeast,2010-07-01
706460,,77000.0,75k-100k,1 year,South,2010-07-01
701934,,86760.0,75k-100k,Unknown,South,2010-07-01
703752,,63000.0,50k-75k,10+ years,West,2010-07-01
702545,,80000.0,75k-100k,3 years,West,2010-07-01
698316,,51480.0,50k-75k,7 years,West,2010-07-01
699397,,55800.0,50k-75k,1 year,West,2010-07-01
706500,,18000.0,<25k,< 1 year,South,2010-07-01
709510,,38500.0,25k-50k,< 1 year,South,2010-07-01
711399,,85000.0,75k-100k,10+ years,West,2010-07-01
709578,,36500.0,25k-50k,< 1 year,Northeast,2010-07-01
713509,,94000.0,75k-100k,10+ years,South,2010-07-01
703469,,45000.0,25k-50k,1 year,Midwest,2010-07-01
713467,,50000.0,50k-75k,6 years,Northeast,2010-07-01
713526,,53196.0,50k-75k,9 years,Midwest,2010-07-01
713521,,40200.0,25k-50k,10+ years,South,2010-07-01
713524,,160000.0,100k+,< 1 year,Northeast,2010-07-01
713569,,30000.0,25k-50k,< 1 year,South,2010-07-01
713581,,55500.0,50k-75k,10+ years,Midwest,2010-07-01
713444,,41000.0,25k-50k,3 years,South,2010-07-01
713608,,36000.0,25k-50k,10+ years,West,2010-07-01
713641,,70000.0,50k-75k,< 1 year,West,2010-07-01
408928,,27600.0,25k-50k,< 1 year,South,2010-07-01
711817,,74500.0,50k-75k,2 years,South,2010-07-01
713690,,39600.0,25k-50k,9 years,Northeast,2010-07-01
713723,,52500.0,50k-75k,4 years,Northeast,2010-07-01
713716,,39996.0,25k-50k,< 1 year,South,2010-07-01
713757,,58000.0,50k-75k,2 years,Northeast,2010-07-01
713525,,35000.0,25k-50k,3 years,Northeast,2010-07-01
713727,,70000.0,50k-75k,10+ years,Northeast,2010-07-01
714079,,45806.16,25k-50k,5 years,Northeast,2010-07-01
711927,,51000.0,50k-75k,3 years,West,2010-07-01
713864,,49000.0,25k-50k,10+ years,Midwest,2010-07-01
713825,,30004.0,25k-50k,3 years,Midwest,2010-07-01
711298,,70000.0,50k-75k,10+ years,Northeast,2010-07-01
713866,,56928.0,50k-75k,3 years,West,2010-07-01
706658,,74004.0,50k-75k,5 years,Northeast,2010-07-01
713796,,82000.0,75k-100k,3 years,West,2010-07-01
713795,,60000.0,50k-75k,6 years,South,2010-07-01
713537,,24000.0,<25k,5 years,Northeast,2010-07-01
713775,,204000.0,100k+,10+ years,Northeast,2010-07-01
713497,,100000.0,100k+,9 years,South,2010-07-01
713854,,186000.0,100k+,7 years,South,2010-07-01
710008,,71004.0,50k-75k,10+ years,West,2010-07-01
705436,,37620.0,25k-50k,8 years,Northeast,2010-07-01
713495,,70000.0,50k-75k,7 years,Northeast,2010-07-01
712762,,33200.0,25k-50k,2 years,West,2010-07-01
707501,,60000.0,50k-75k,5 years,West,2010-07-01
712783,,74400.0,50k-75k,< 1 year,South,2010-07-01
712824,,50500.0,50k-75k,< 1 year,South,2010-07-01
709139,,45000.0,25k-50k,5 years,West,2010-07-01
712881,,14400.0,<25k,4 years,West,2010-07-01
712884,,102000.0,100k+,10+ years,South,2010-07-01
712900,,55784.0,50k-75k,2 years,Northeast,2010-07-01
712920,,61365.0,50k-75k,4 years,South,2010-07-01
712931,,32400.0,25k-50k,1 year,Midwest,2010-07-01
710753,,43500.0,25k-50k,< 1 year,Midwest,2010-07-01
712959,,29120.0,25k-50k,< 1 year,South,2010-07-01
713038,,24000.0,<25k,1 year,South,2010-07-01
349269,,71000.0,50k-75k,8 years,Northeast,2010-07-01
713011,,51600.0,50k-75k,10+ years,Northeast,2010-07-01
713156,,65000.0,50k-75k,8 years,Northeast,2010-07-01
713161,,31200.0,25k-50k,3 years,South,2010-07-01
713433,,36000.0,25k-50k,2 years,Midwest,2010-07-01
711804,,75000.0,75k-100k,2 years,South,2010-07-01
686628,,56868.0,50k-75k,7 years,Northeast,2010-07-01
712863,,58000.0,50k-75k,10+ years,West,2010-07-01
712502,,54996.0,50k-75k,< 1 year,Northeast,2010-07-01
708877,,130000.0,100k+,10+ years,Northeast,2010-07-01
713498,,45600.0,25k-50k,5 years,West,2010-07-01
711964,,168000.0,100k+,4 years,Midwest,2010-07-01
713362,,68000.0,50k-75k,< 1 year,West,2010-07-01
713345,,144500.0,100k+,6 years,Midwest,2010-07-01
713323,,46000.0,25k-50k,3 years,Midwest,2010-07-01
713263,,65000.0,50k-75k,6 years,South,2010-07-01
713220,,14400.0,<25k,< 1 year,West,2010-07-01
713217,,39996.0,25k-50k,2 years,South,2010-07-01
712384,,31000.0,25k-50k,2 years,Northeast,2010-07-01
712766,,38400.0,25k-50k,4 years,West,2010-07-01
714228,,125000.0,100k+,10+ years,South,2010-07-01
695085,,21996.0,<25k,4 years,South,2010-07-01
714989,,70000.0,50k-75k,6 years,Northeast,2010-07-01
709388,,96000.0,75k-100k,4 years,South,2010-07-01
713865,,90000.0,75k-100k,4 years,Northeast,2010-07-01
713888,,92004.0,75k-100k,2 years,Northeast,2010-07-01
715038,,84880.0,75k-100k,7 years,South,2010-07-01
715049,,35000.0,25k-50k,2 years,Midwest,2010-07-01
715082,,40000.0,25k-50k,10+ years,Midwest,2010-07-01
715101,,32000.0,25k-50k,10+ years,South,2010-07-01
714103,,48000.0,25k-50k,4 years,Northeast,2010-07-01
715134,,54000.0,50k-75k,4 years,South,2010-07-01
715167,,125000.0,100k+,10+ years,Midwest,2010-07-01
715197,,60000.0,50k-75k,3 years,South,2010-07-01
715247,,50000.0,50k-75k,5 years,South,2010-07-01
710504,,80100.0,75k-100k,10+ years,Northeast,2010-07-01
715397,,36000.0,25k-50k,10+ years,Midwest,2010-07-01
715451,,34800.0,25k-50k,1 year,West,2010-07-01
715436,,55704.0,50k-75k,10+ years,South,2010-07-01
715872,,50000.0,50k-75k,2 years,South,2010-07-01
715777,,96500.0,75k-100k,10+ years,Northeast,2010-07-01
715771,,74600.0,50k-75k,2 years,South,2010-07-01
716125,,68000.0,50k-75k,1 year,West,2010-07-01
715513,,54996.0,50k-75k,4 years,Northeast,2010-07-01
715732,,52800.0,50k-75k,1 year,South,2010-07-01
714966,,47000.0,25k-50k,5 years,South,2010-07-01
716232,,50000.0,50k-75k,3 years,Northeast,2010-07-01
692000,,27600.0,25k-50k,5 years,South,2010-07-01
715674,,78000.0,75k-100k,3 years,South,2010-07-01
712302,,61200.0,50k-75k,10+ years,Northeast,2010-07-01
715619,,66000.0,50k-75k,5 years,West,2010-07-01
715554,,24000.0,<25k,< 1 year,West,2010-07-01
373319,,59450.0,50k-75k,1 year,South,2010-07-01
715731,,54000.0,50k-75k,5 years,South,2010-07-01
714202,,55400.0,50k-75k,7 years,Midwest,2010-07-01
711627,,50000.0,50k-75k,7 years,Northeast,2010-07-01
714893,,50004.0,50k-75k,8 years,South,2010-07-01
709792,,48000.0,25k-50k,2 years,West,2010-07-01
713501,,60000.0,50k-75k,7 years,South,2010-07-01
714254,,87000.0,75k-100k,10+ years,Northeast,2010-07-01
714127,,46500.0,25k-50k,3 years,Northeast,2010-07-01
673811,,42996.0,25k-50k,2 years,South,2010-07-01
711238,,84787.0,75k-100k,4 years,Northeast,2010-07-01
714286,,59004.0,50k-75k,2 years,West,2010-07-01
714465,,115000.0,100k+,8 years,West,2010-07-01
714480,,125000.0,100k+,10+ years,South,2010-07-01
711306,,120000.0,100k+,8 years,West,2010-07-01
714521,,44000.0,25k-50k,10+ years,Northeast,2010-07-01
711708,,99996.0,75k-100k,2 years,South,2010-07-01
714539,,30000.0,25k-50k,4 years,South,2010-07-01
714532,,46800.0,25k-50k,9 years,South,2010-07-01
714622,,72000.0,50k-75k,1 year,Northeast,2010-07-01
714593,,72996.0,50k-75k,2 years,Northeast,2010-07-01
710904,,42432.0,25k-50k,1 year,West,2010-07-01
714923,,41000.0,25k-50k,2 years,South,2010-07-01
714910,,36000.0,25k-50k,6 years,West,2010-07-01
714529,,33280.0,25k-50k,1 year,Northeast,2010-07-01
714845,,91000.0,75k-100k,5 years,West,2010-07-01
714833,,30000.0,25k-50k,< 1 year,South,2010-07-01
714828,,52000.0,50k-75k,5 years,South,2010-07-01
714949,,48600.0,25k-50k,5 years,Northeast,2010-07-01
714563,,48000.0,25k-50k,2 years,South,2010-07-01
714639,,42000.0,25k-50k,1 year,South,2010-07-01
714733,,60000.0,50k-75k,10+ years,South,2010-07-01
714732,,50000.0,50k-75k,6 years,West,2010-07-01
707866,,72000.0,50k-75k,10+ years,West,2010-07-01
714715,,140000.0,100k+,10+ years,West,2010-07-01
714689,,92000.0,75k-100k,5 years,West,2010-07-01
714767,,93000.0,75k-100k,10+ years,Northeast,2010-07-01
712699,,129000.0,100k+,< 1 year,Northeast,2010-07-01
